RowID,Cluster Title,Story Title,Story Summary,Owner,AI Captured Date & Time,Assigned Date & Time,Moved to Not Impactful (Owner),Date & Time when moved to Not Impactful,Suppliers,Linked Stories,Event Classification,Not Impactful Feedback,Feedback
311,Volkswagen plant in Germany to become defence production site,Volkswagen plant in Germany to become defence production site,German authorities plan to convert Volkswagen's Osnabruck plant into a defence production site. Volkswagen will sell the facility to Lower Saxony and Aurelius Capital; vehicle production ends in 2027 and site will produce Rafael air-defence missile systems.,Deepika Rao,2026-09-07 14:47:34.045,2026-09-07 14:51:31.972,Deepika Rao,2026-09-07 14:53:18.140,"A, BE, GERMANY, AND, IS, END, VOLKSWAGEN, T I, CE LINK, PRODUCTION",0.0,Event,,AGREED
312,"Frito-Lay employee killed by stray bullet at Sam's Club, police say","Frito-Lay employee killed by stray bullet at Sam's Club, police say","A Frito-Lay employee was fatally struck by a stray bullet while conducting inventory at the Sam's Club on the 1300 block of Antioch Pike in Nashville early Sept. 6, 2026; police are investigating potential links to an argument at nearby Lavou Lounge.",Deepika Rao,2026-09-07 14:47:32.639,2026-09-07 14:51:31.972,Deepika Rao,2026-09-07 14:53:18.140,"THAT, MIAMI INTERNATIONAL AIRPORT, AMAZON, AT, AIRPORT, 5, BY, AMI INTERNATIONAL, 5 D, SAM'S CLUB, INTERNATIONAL, CE LINK",0.0,Event,,AGREED
313,HIGHWAY 290 SHUT DOWN AFTER MULTI-CAR ACCIDENT EAST OF BRENHAM; AMBULANCE HIT WHILE RESPONDING,HIGHWAY 290 SHUT DOWN AFTER MULTI-CAR ACCIDENT EAST OF BRENHAM; AMBULANCE HIT WHILE RESPONDING,Multi-car pileup east of Brenham on Highway 290 near the Corrosion Resistant Alloys facility closed the highway both directions; commercial motor vehicle heavily damaged and EMS unit struck while responding.,Abeer Khan,2026-09-07 14:47:31.370,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"HIT, AND, BETWEEN, IS, CE LINK",0.0,Non-Event,,AGREED
314,OPEC+ suspends oil output hikes after four-month increase,OPEC+ suspends oil output hikes after four-month increase,"OPEC+ suspended planned oil output increases after four monthly hikes, deciding on Sept 6 to keep September production levels unchanged for October across seven core members (Saudi Arabia, Russia, Iraq, Kuwait, Algeria, Kazakhstan, Oman).",Abeer Khan,2026-09-07 14:47:29.809,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"S OIL, AND, CE LINK, PRODUCTION",0.0,Non-Event,,AGREED
315,France Africa Military Withdrawal Ends Sahel Bases as Russia’s Africa Corps Moves In,France Africa Military Withdrawal Ends Sahel Bases as Russia’s Africa Corps Moves In,"France completed withdrawal of major combat bases across the Sahel and West Africa from March 2022–July 2025; Russia's state-controlled Africa Corps filled the security vacuum in Mali, Burkina Faso and Niger, raising political risks for investors.",Abeer Khan,2026-09-07 14:47:29.261,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"AS, COMPANY I, AND, END, AN, CE LINK",0.0,Non-Event,,AGREED
316,Vasai: Worker Dies After Transformer Radiator Falls on Him at Kaman Factory,Vasai: Worker Dies After Transformer Radiator Falls on Him at Kaman Factory,"A transformer radiator allegedly fell on worker Ashok Kisan Wagh at a factory in Kaman, Naigaon East, killing him; Naigaon Police investigating. Separately, a worker in Mulund East died from an alleged electric shock at a construction site.",Deepika Rao,2026-09-07 14:47:27.007,2026-09-07 14:51:31.972,Deepika Rao,2026-09-07 14:53:18.140,"AT, AND, KAMAN, CE LINK, ON",0.0,Event,,AGREED
317,Zimbabwe Halts Raw Lithium Exports as Africa Critical Minerals Race Splits US and China,Zimbabwe Halts Raw Lithium Exports as Africa Critical Minerals Race Splits US and China,"Zimbabwe suspended exports of raw minerals and lithium concentrates on 25 Feb 2026, bringing forward a full lithium concentrate ban and introducing quotas and local-processing requirements, causing immediate lithium feedstock shortages and price volatility affecting EV and battery supply chains.",Deepika Rao,2026-09-07 14:47:23.494,2026-09-07 14:51:31.972,Deepika Rao,2026-09-07 14:53:18.140,"A, AS, CHINA, AND, LITHIUM, CE LINK, RESOURCE",0.0,Event,,AGREED
318,Apple hit with $2.7B lawsuit,Apple hit with $2.7B lawsuit,"U.K. app developers filed a 2 billion pound lawsuit against Apple, alleging its App Tracking Transparency favors Apple advertising services and harmed third-party developers' business models.",Deepika Rao,2026-09-07 14:47:21.447,2026-09-07 14:51:31.972,Deepika Rao,2026-09-07 14:53:18.140,"A, APP, 2, HIT, APPLE, APPLE INC., APPLE INC, BY, CE LINK",0.0,Event,,AGREED
319,"Fire in a warehouse in Zen, a 47-year-old man found dead","Fire in a warehouse in Zen, a 47-year-old man found dead","A warehouse in Palermo's Zen district caught fire on Sept 7, 2026; firefighters extinguished the blaze and found a 47-year-old man dead inside. The cause and circumstances remain under investigation by authorities.",Deepika Rao,2026-09-07 14:47:20.733,2026-09-07 14:51:31.972,Deepika Rao,2026-09-07 14:53:18.140,"ZEN, E, AVEVA, I, POCO, CE LINK",0.0,Event,,AGREED
320,"Jaguar Land Rover cuts 4,000 jobs, major cost-reduction plan","Jaguar Land Rover cuts 4,000 jobs, major cost-reduction plan","...Un'operazione che arriva dopo diversi mesi di turbolenze segnati da un attacco informatico che ha paralizzato la produzione, oltre che dai dazi imposti da Donald Trump al settore. &quot;L'industria...",Deepika Rao,2026-09-07 14:47:19.240,2026-09-07 14:51:31.972,Deepika Rao,2026-09-07 14:53:18.140,"JAGUAR LAND ROVER, LA, AL, CE LINK",0.0,Event,,AGREED
321,Greenpeace brings protest to the Zócalo over ammonia plant,Greenpeace brings protest to the Zócalo over ammonia plant,"Greenpeace Mexico and the Aqui No! Collective staged a peaceful protest at Mexico City's Zócalo urging President Sheinbaum to halt construction of a planned mega ammonia plant in Topolobampo, Sinaloa, citing environmental and health risks to Bahía de Ohuira.",Abeer Khan,2026-09-07 14:46:29.574,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:57:51.187,"A, LA, EL, AL, CE LINK",7.0,Event,,AGREED
322,Greenpeace brings protest to the Zócalo over ammonia plant,"Greenpeace protests in the Zócalo against an ammonia plant in Topolobampo, Sinaloa","Greenpeace protesters climbed the flagpole in Mexico City's Zócalo and unfurled a banner urging President Sheinbaum to halt a proposed ammonia plant in Topolobampo, Sinaloa; the demonstration remained peaceful and emergency services monitored the site.",Abeer Khan,2026-09-07 16:11:29.329,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:57:51.187,"LA, EL, CE LINK",7.0,Event,,AGREED
323,Greenpeace brings protest to the Zócalo over ammonia plant,"They raised this flag at the Zócalo, protesting against the ammonia plant in Sinaloa","Greenpeace and the ¡Aquí No! Collective staged a peaceful protest at Mexico City's Zócalo on Sept 7, 2026, opposing construction of a mega ammonia plant along the Los Mochis–Topolobampo highway in Sinaloa, citing ecosystem and health risks.",Abeer Khan,2026-09-07 16:17:29.927,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:57:51.187,"A, AVANCE, LA, CE LINK",7.0,Event,,AGREED
324,Greenpeace brings protest to the Zócalo over ammonia plant,"Activists ask Sheinbaum to cancel the ammonia plant in Topolobampo, Sinaloa, and raise a flagpole in the Zócalo","Greenpeace held a peaceful protest at Mexico City's Zócalo on Sept 7, 2026, opposing a proposed ammonia plant in Topolobampo, Sinaloa; two activists climbed the monumental flagpole and demanded presidential intervention to halt the project.",Abeer Khan,2026-09-07 15:51:32.521,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:57:51.187,"A, LA, EL, Y, CE LINK",7.0,Event,,AGREED
325,Greenpeace brings protest to the Zócalo over ammonia plant,They raised the Mexican flag and filed a lawsuit against the ammonia plant in Topolobampo,"Residents and Greenpeace protested the GPO ammonia plant in Topolobampo, Sinaloa; a 100-day sit-in blocked plant access, legal actions filed, and activists demonstrated at Mexico City's Zocalo demanding project cancellation.",Abeer Khan,2026-09-07 16:01:34.248,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:57:51.187,"LA, Y, CE LINK",7.0,Event,,AGREED
326,Greenpeace brings protest to the Zócalo over ammonia plant,Greenpeace hoists this flag at the Zócalo of Mexico City over Topolobampo ammonia plant,"Greenpeace and local indigenous communities staged a peaceful demonstration in Mexico City's Zócalo and sustained a 100-day encampment at the Topolobampo ammonia plant access, blocking access and calling for cancellation due to environmental and safety concerns.",Abeer Khan,2026-09-07 15:41:28.253,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:57:51.187,"LA, CE LINK",7.0,Event,,AGREED
327,"Airbus staff, awaiting Getafe, decide to suspend the strike","Airbus staff, awaiting Getafe, decide to suspend the strike","Airbus workers across Spain voted in a binding referendum to accept a preliminary agreement with Airbus and the government, suspending strikes after improvements to wages, remote work and commitments to workloads and investments in Spanish plants.",Abeer Khan,2026-09-07 14:46:29.229,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"A, LA, EL, Y, ATP, CE LINK",3.0,Non-Event,,AGREED
328,"Airbus staff, awaiting Getafe, decide to suspend the strike",Airbus workers in Illescas suspend the indefinite strike after the preliminary agreement with the company,Airbus workers at the Illescas plant suspended an indefinite strike begun on August 25 after a preliminary agreement with management and unions mediated by Spain's Ministry of Industry; final approval pending a September binding referendum.,Abeer Khan,2026-09-07 15:06:30.236,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"AIRBUS, LA, EL, Y, 5 D, CE LINK",3.0,Non-Event,,AGREED
329,"Airbus staff, awaiting Getafe, decide to suspend the strike",The Airbus strike in Castilla-La Mancha is suspended after agreement and referendum,"Airbus employees at plants in Illescas, Cadiz and Tablada suspended a strike after reaching an agreement that includes CPI-linked raises and purchasing-power recovery; a worker referendum will decide final acceptance.",Abeer Khan,2026-09-07 15:41:31.814,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"EVITA, AIRBUS, LA, Y, CE LINK, LAS",3.0,Non-Event,,AGREED
330,"Airbus staff, awaiting Getafe, decide to suspend the strike",Half of Airbus factories want to suspend the strike until the pre-agreement is voted on,"Workers at Airbus production centers in Spain have been on strike since early July; half the factories voted to suspend the strike temporarily until a recently signed pre-agreement is voted on, following negotiations attended by ministers and the CEO.",Abeer Khan,2026-09-07 15:27:30.997,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"AIRBUS, LA, EL, AL, CE LINK, LAS",3.0,Non-Event,,AGREED
331,Three A-share brokerages will suspend trading starting September 15! CICC restructuring approved by the China Securities Regulatory Commission _ Eastmoney.com,Three A-share brokerages will suspend trading starting September 15! CICC restructuring approved by the China Securities Regulatory Commission _ Eastmoney.com,"China's CSRC approved CICC's share-swap absorption merger of Dongxing Securities and Xinda Securities; their stocks will be suspended from trading starting September 15, with Dongxing and Xinda suspended until delisting and CICC issuing 3.104 billion new shares.",Deepika Rao,2026-09-07 14:46:28.807,2026-09-07 14:51:31.972,Deepika Rao,2026-09-07 14:53:18.140,CE LINK,0.0,Event,,AGREED
332,Seven survivors after small plane crash in Bolívar,Seven survivors after small plane crash in Bolívar,"A small plane en route from Canaima crashed on the runway at General Tomás de Heres Airport in Ciudad Bolívar, Venezuela; cabin evacuated, seven survivors with burn injuries transferred to Ruiz and Páez University Hospital Complex; investigation launched by Aviation Accident Investigation Board.",Deepika Rao,2026-09-07 14:46:24.141,2026-09-07 14:51:31.972,Deepika Rao,2026-09-07 14:53:18.140,"LA, EL, GENERAL, CE LINK",0.0,Event,,AGREED
333,The BRICS countries must push for an ambitious agricultural trade deal,The BRICS countries must push for an ambitious agricultural trade deal,"Article urges BRICS to adopt preferential agricultural trade measures, lower tariffs and remove phytosanitary barriers; notes China cut tariffs on African goods in May 2026 and South African agribusinesses seek greater market access.",Deepika Rao,2026-09-07 14:45:29.874,2026-09-07 18:16:05.370,Deepika Rao,2026-09-07 18:16:28.452,"CHINA, BY, ECONOMIC PARTNERS, AN, CE LINK, ON",0.0,Non-Event,,AGREED
334,Tech firm working with Manchester City enters administration,Tech firm working with Manchester City enters administration,"SmartFrame Technologies, a London-based image-streaming firm used by major publishers, sports clubs and photo agencies, entered administration on 26 August after failing to secure further funding; administrators Mercer and Hole appointed.",Deepika Rao,2026-09-07 14:45:29.549,2026-09-07 14:51:31.972,Deepika Rao,2026-09-07 14:53:18.140,"THAT, A, TECH, FRAME TEC, ADMINISTRATION, E TECH, G TECHNOLOGY, CE LINK",0.0,Event,,AGREED
335,Canada Set To Impose Counter-Tariffs On C$27.6 Billion In U.S. Goods,Canada Set To Impose Counter-Tariffs On C$27.6 Billion In U.S. Goods,"Canada will impose counter-tariffs of 15%, 25% or 50% on C$27.6 billion of U.S. goods starting 12:01 a.m. Sept 8, affecting sectors like steel, dairy, appliances and electronics; goods in transit are exempt.",Abeer Khan,2026-09-07 14:45:28.902,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:57:51.187,"CANADA, BY, IS, CE LINK, ON",3.0,Event,,AGREED
336,Canada Set To Impose Counter-Tariffs On C$27.6 Billion In U.S. Goods,Carney-Trump trade war: Canada set to impose retaliatory tariffs on US products,"Canada announced retaliatory tariffs of 15%-50% on hundreds of U.S. products effective Sept 8, 2026, including raising some steel tariffs to 50%, escalating a trade dispute and risking further US retaliation.",Abeer Khan,2026-09-07 16:21:28.092,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:57:51.187,"A, CARNEY, STEEL, CANADA, US STEEL, AND, CE LINK, ON",3.0,Event,,AGREED
337,Canada Set To Impose Counter-Tariffs On C$27.6 Billion In U.S. Goods,"Canada Set to Hit Back at Trump Tariffs, Risking Wider Trade War","Canada plans to impose tariffs of 15%-50% on hundreds of US products effective Tuesday, raising steel tariffs to 50% and targeting items like motorcycles, cosmetics and cheese; risks widening a US-Canada trade war.",Abeer Khan,2026-09-07 14:55:28.126,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:57:51.187,"AS, PRIME, HIT, CANADA, AT, IS, CE LINK, ON",3.0,Event,,AGREED
338,Canada Set To Impose Counter-Tariffs On C$27.6 Billion In U.S. Goods,Canada’s New Retaliatory Tariffs On US Goods: What Canadian Businesses Need To Know,"Canada will impose retaliatory tariffs on approximately $28 billion of US-origin goods at tiered rates (15%,25%,50%) starting Sept 8, 2026 in response to US tariffs that began Aug 22, 2026; impacts cross-border trade and industries.",Abeer Khan,2026-09-07 15:41:20.671,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:57:51.187,"THAT, CANADA, T C, CE LINK, ON",3.0,Event,,AGREED
339,"Opinion: As governments try to win trade wars, they risk losing the planet","Opinion: As governments try to win trade wars, they risk losing the planet","Governments are instituting trade restrictions, export controls and tariffs (notably China's rare-earth export controls, US bans on battery black mass, EU import limits and CBAM) that risk slowing clean-tech deployment and disrupting supply chains.",Abeer Khan,2026-09-07 14:45:28.619,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"A, AS, AL TECH, THE PLANET, AND, FOCUS, TRY, CE LINK, ON, SIDES",0.0,Non-Event,,AGREED
340,Strike at the Saarbahn provisionally ended,Strike at the Saarbahn provisionally ended,"The German Train Drivers' Union (GDL) provisionally ended a strike at Saarbahn in Saarbrucken on Sept 7, 2026; S1 passenger services were disrupted and replacement buses operated, with potential for further short-notice strikes.",Deepika Rao,2026-09-07 14:44:32.774,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"VER DI, AB, MIT., IM, OLIVER, DAS, ALS, SIND, IST, AM, GDL, CE LINK",1.0,Non-Event,,AGREED
341,Fire at the Bellersheim waste management facility in Boden,Fire at the Bellersheim waste management facility in Boden,"A fire occurred at the Bellersheim waste management facility in Boden on 2026-09-07; facility likely impacted, potential service interruption and environmental risk.",Deepika Rao,2026-09-07 14:44:31.667,2026-09-07 18:16:05.370,Deepika Rao,2026-09-07 18:16:28.452,"BODEN, CE LINK",0.0,Non-Event,,AGREED
342,Post will lay off 110 employees,Post will lay off 110 employees,"The Post announced plans to lay off up to 110 employees in management and support functions, marking a second round of cuts after earlier IT reductions of 70 roles in 2024.",Deepika Rao,2026-09-07 14:44:30.185,2026-09-07 14:51:31.972,Deepika Rao,2026-09-07 14:53:18.140,"2, SIND, CE LINK",0.0,Event,,AGREED
343,ENERPARC AG insolvency order,ENERPARC AG insolvency order,"District Court Hamburg ordered provisional administration for ENERPARC AG (registered at Kirchenpauerstraße 26, 20457 Hamburg) on 07-09-2026; provisional insolvency administrator appointed and creditor payment restrictions issued.",Deepika Rao,2026-09-07 14:44:29.231,2026-09-07 14:51:31.972,Deepika Rao,2026-09-07 14:53:18.140,"AG, DAS, AS ENGINEERING, CE LINK, ENGINEERING",0.0,Event,,AGREED
344,China's Shenjian Shares VP Wu Deqing Under CSRC Investigation for Suspected Insider Trading,China's Shenjian Shares VP Wu Deqing Under CSRC Investigation for Suspected Insider Trading,"China's Shenjian Shares reported that vice president Wu Deqing is under a CSRC formal investigation for suspected insider trading; company operations continue, regulator probe may pressure stock and prompt compliance review.",Deepika Rao,2026-09-07 14:44:21.808,2026-09-07 18:16:05.370,Deepika Rao,2026-09-07 18:16:28.452,"THAT, CORE, ALL, RESIN, ADMINISTRATION, E ON, E COMPANY, ALONG, FLOW, MULTIPLE, ROOTS, UP, DURING, MANNER, CE LINK, GOOGLE, COMPANY C, MARKET, COMPANY D, COMPANY I, COMPANY H, IS, AN, COMPANY, AS, AT, TOP, 7, AND, A, BE, D COMPANY, RAW MATERIAL, BY, GLOBAL, MATERIAL, ON, SHENZHEN, CHINA, PROFIT, ADVANTAGES, CHINA S, T SYSTEMS, OVER, T C, PRESIDENT, MANUFACTURING, T I, ANHUI SHENJIAN NEW MATERIALS, CAPITAL, CLEAR",0.0,Non-Event,,AGREED
345,"IMD forecasts isolated to scattered rainfall over Haryana, Chandigarh and Delhi this week","IMD forecasts isolated to scattered rainfall over Haryana, Chandigarh and Delhi this week","...on September 7, with Morni in Panchkula district recording 9 cm of rainfall. Heavy rainfall was also reported at isolated places over the region during the period.

According to the IMD's seven-day...",Deepika Rao,2026-09-07 14:43:26.826,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"OVER, AT, AND, DURING, T I, CE LINK",0.0,Non-Event,,AGREED
346,Coastal flooding closes Seal Beach parking lots,Coastal flooding closes Seal Beach parking lots,"Coastal flooding in Seal Beach, California led to closure of parking lots, impacting local beach access and potentially nearby coastal operations.",Deepika Rao,2026-09-07 14:43:20.051,2026-09-07 14:51:31.972,Deepika Rao,2026-09-07 14:53:18.140,"FACEBOOK, ALL, LOTS, AD, AND, FCC, TEAM, T I, CA, CE LINK",0.0,Event,,AGREED
347,End of the strike by the flight attendants and stewards of the airline French Bee,End of the strike by the flight attendants and stewards of the airline French Bee,"French Bee flight attendants and stewards ended a strike on Sept 6/7, 2026 after management opened negotiations; airline flew all passengers using leased aircraft, causing delays and route changes.",Abeer Khan,2026-09-07 14:42:30.039,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"A, BEE, LA, CE LINK",1.0,Non-Event,,AGREED
348,End of the strike by the flight attendants and stewards of the airline French Bee,End of the strike at French Bee with the opening of negotiations,"Flight attendants and stewards at French Bee ended a strike (Aug 27–Sep 6) after management agreed to open negotiations; airline used leased aircraft, causing delays and route changes while transporting passengers.",Abeer Khan,2026-09-07 15:09:26.349,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"A, BEE, LA, CE LINK",1.0,Non-Event,,AGREED
349,Employment: La Poste reduces its costs and plans up to 110 layoffs,Employment: La Poste reduces its costs and plans up to 110 layoffs,La Poste (Switzerland) announced cost reductions through 2027 that could result in up to 110 layoffs to preserve long-term financial autonomy.,Deepika Rao,2026-09-07 14:42:29.462,2026-09-07 14:51:31.972,Deepika Rao,2026-09-07 14:53:18.140,"SES, LA, POSTE, CE LINK, LA POSTE",0.0,Event,,AGREED
350,Gulf Marine Services holds on to forecast despite profit decline due to conflict,Gulf Marine Services holds on to forecast despite profit decline due to conflict,"Gulf Marine Services reported H1 2026 revenue and EBITDA declines mainly due to a conflict in the Gulf that led to temporary evacuation of four vessels, estimated lost revenue of $11.6M and an impairment loss; company kept full-year guidance assuming no renewed hostilities.",Abeer Khan,2026-09-07 14:42:29.030,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"VAN, E ON, GULF, CE LINK",0.0,Non-Event,,AGREED
351,Fire destroys trucks at a fuel station in Belém | G1,Fire destroys trucks at a fuel station in Belém | G1,"A fire started in the cab of a blue truck at a gas station on Avenida Pedro Álvares Cabral in Belém, Brazil, spreading to a neighboring box truck loaded with 1,600 bales of toilet paper; suspected arson. Firefighting lasted about five hours; one arrest made for attempted looting.",Deepika Rao,2026-09-07 14:42:28.660,2026-09-07 18:16:05.370,Deepika Rao,2026-09-07 18:16:28.452,"A, 5, E, AO, CE LINK",0.0,Non-Event,,AGREED
352,Russia is about to do an unbelievable thing in the Arctic,Russia is about to do an unbelievable thing in the Arctic,"Russia is investing in the Northern Sea Route infrastructure—icebreakers, ice-class carriers, ports like Sever Bay—to redirect LNG and crude exports eastward to Asia, reshaping energy export flows amid EU LNG import bans and sanctions.",Deepika Rao,2026-09-07 14:41:29.988,2026-09-07 18:16:05.370,Deepika Rao,2026-09-07 18:16:28.452,"1, ROSNEFT, GIA, CE LINK",0.0,Non-Event,,AGREED
353,Gamma Communications (GAMA) Reports 4% Revenue Increase and Endorses Epiris Cash Takeover Bid in H1 2026 Results,Gamma Communications (GAMA) Reports 4% Revenue Increase and Endorses Epiris Cash Takeover Bid in H1 2026 Results,"Gamma Communications' board recommended an all-cash takeover offer by Epiris (Bradbury Bidco Ltd) announced 1 Sep 2026; dividend and buyback suspended pending completion, affecting investor distributions and corporate control.",Deepika Rao,2026-09-07 14:41:29.201,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"GAMMA, A, 1, AS, AND, H1, MEDIA, CE LINK, GAMMA COMMUNICATIONS, PRIVATE, ON",0.0,Non-Event,,AGREED
