RowID,Cluster Title,Story Title,Story Summary,Owner,AI Captured Date & Time,Assigned Date & Time,Moved to Not Impactful (Owner),Date & Time when moved to Not Impactful,Suppliers,Linked Stories,Event Classification,Not Impactful Feedback,Feedback
16,"September 03, 2026: Nationwide Blood Shortage Spurs Urgent Donor Appeals Across Organizations","September 03, 2026: Nationwide Blood Shortage Spurs Urgent Donor Appeals Across Organizations","All eligible blood donors are urged to step forward as hospitals work to meet growing patient needs.

Earlier this summer, the American Red Cross declared a national blood supply crisis, the second...",Deepika Rao,2026-09-07 17:39:31.205,2026-09-07 18:16:05.370,Deepika Rao,2026-09-07 18:16:28.452,"AMERICAN RED CROSS, ALL, A, AS, NATIONAL, CE LINK",0.0,Non-Event,,AGREED
17,"September 04, 2026: Hochul Suspends Construction-Related Lane Closures for Labor Day Weekend","September 04, 2026: Hochul Suspends Construction-Related Lane Closures for Labor Day Weekend",Governor Kathy Hochul today announced that temporary lane closures for road and bridge construction on New York State highways will be suspended from 6:00 a.m. on Sept. 4 to 6:00 a.m. on Sept. 8 to...,Deepika Rao,2026-09-07 17:39:30.510,2026-09-07 18:16:05.370,Deepika Rao,2026-09-07 18:16:28.452,"THAT, BE, 4, YORK, AND, BRIDGE, CE LINK, ON",0.0,Non-Event,,AGREED
18,"August 20, 2026: Kirkland Advises Providence Equity Partners on Sale of ATG to MARI","August 20, 2026: Kirkland Advises Providence Equity Partners on Sale of ATG to MARI","Kirkland &amp; Ellis advised Providence Equity Partners on the sale of Ambassador Theatre Group (ATG), a leading international theater company spanning venue operations, production and ticketing...",Deepika Rao,2026-09-07 17:38:29.481,2026-09-07 18:16:05.370,Deepika Rao,2026-09-07 18:16:28.452,"SALE, A, PROVIDENCE, PARTNERS, COMPANY, PROVIDENCE EQUITY PARTNERS, KIRKLAND, ATG, AND, INTERNATIONAL, CE LINK, ELLIS, ON, PRODUCTION",0.0,Non-Event,,AGREED
19,"August 27, 2026: Kirkland Represents Windjammer Capital on Sale of IPS Group","August 27, 2026: Kirkland Represents Windjammer Capital on Sale of IPS Group","Kirkland &amp; Ellis advised Windjammer Capital on its definitive agreement to sell its portfolio company, IPS Group, Inc., to Nayax Ltd. (Nasdaq; TASE: NYAX) for $350 million cash-free and debt-free...",Deepika Rao,2026-09-07 17:38:28.993,2026-09-07 18:16:05.370,Deepika Rao,2026-09-07 18:16:28.452,"SALE, KIRKLAND, AND, IPS, S GROUP, CAPITAL, CE LINK, ELLIS, ON",0.0,Non-Event,,AGREED
20,Israeli strikes on southern Lebanon kill at least twelve including two children as ceasefire fears grow,Israeli strikes on southern Lebanon kill at least twelve including two children as ceasefire fears grow,Israeli forces launched strikes across southern Lebanon as a June ceasefire deteriorated; a strike on a residential building in Kfar Rumman killed at least twelve including two children; Ghandour hospital in Nabatieh al-Fawqa was destroyed.,Deepika Rao,2026-09-07 17:35:30.912,2026-09-07 18:16:05.370,Deepika Rao,2026-09-07 18:16:28.452,"A, AS, GROW, AT, ISRAEL, CE LINK, ON",0.0,Non-Event,,AGREED
21,"September 03, 2026: Forest Service assures continuity of science as 23 facilities close","September 03, 2026: Forest Service assures continuity of science as 23 facilities close","...forests will not be terminated. &quot;Our primary goal was to get our facilities costs under control,&quot; he said. &quot;We're not closing any ongoing science activities.&quot;

PermID: 5050919689

Created by",Deepika Rao,2026-09-07 17:35:29.889,2026-09-07 18:16:05.370,Deepika Rao,2026-09-07 18:16:28.452,"AS, BE, T C, PRIMARY, CE LINK, ST SERVICE",0.0,Non-Event,,AGREED
22,"September 04, 2026: AP review finds safety complaints and maintenance lapses at Longview pulp mill before deadly incident","September 04, 2026: AP review finds safety complaints and maintenance lapses at Longview pulp mill before deadly incident","...records involving inspections and safety complaints at Nippon Dynawave Packaging Co.'s plant in Longview, Washington. Before the accident, the Washingto...",Deepika Rao,2026-09-07 17:35:29.765,2026-09-07 18:16:05.370,Deepika Rao,2026-09-07 18:16:28.452,"DYNAWAVE, PACKAGING, AT, AND, E PACKAGING, T I, NIPPON, CE LINK, AP",0.0,Non-Event,,AGREED
23,"September 04, 2026: Safety and environmental violations flagged before Longview plant disaster","September 04, 2026: Safety and environmental violations flagged before Longview plant disaster","...about inspections and safety complaints at Nippon Dynawave Packaging Co.'s Longview plant. Before the accident, the state Ecology Department had issued 54 environmental violation notices since...",Deepika Rao,2026-09-07 17:35:29.401,2026-09-07 18:16:05.370,Deepika Rao,2026-09-07 18:16:28.452,"DYNAWAVE, PACKAGING, AT, AND, E PACKAGING, T I, NIPPON, CE LINK",0.0,Non-Event,,AGREED
24,"September 04, 2026: Washington pulp mill linked to prior violations as 11 workers die in May tank collapse","September 04, 2026: Washington pulp mill linked to prior violations as 11 workers die in May tank collapse","...records on inspections and safety complaints at Nippon Dynawave Packaging Co.'s plant. Prior to the accident, the state Department of Ecology issued 54 environmental violation notices against...",Ayush Bhartwal,2026-09-07 17:31:19.384,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:55:29.600,"DYNAWAVE, PACKAGING, AS, AT, AND, E PACKAGING, DEPARTMENT OF ECOLOGY, NIPPON, CE LINK, ON",0.0,Event,,AGREED
25,"September 04, 2026: Sarawak town placed under emergency as cross-border haze pushes air pollution to dangerous levels","September 04, 2026: Sarawak town placed under emergency as cross-border haze pushes air pollution to dangerous levels","...Serian, a town of about 90,000 near Kalimantan, saw the Air Pollutant Index reach 521.

Kuching, the state capital, also recorded a hazardous 311, according to the environment department.

PermID:",Deepika Rao,2026-09-07 17:31:19.004,2026-09-07 18:16:05.370,Deepika Rao,2026-09-07 18:16:28.452,"A, AS, INDEX, T 9, T I, CE LINK",0.0,Non-Event,,AGREED
26,ACG Metals to acquire KeÅYkek gold project for USD4m,ACG Metals to acquire KeÅYkek gold project for USD4m,...producer ACG Metals Limited (LON: ACG) said on Monday it has agreed to acquire mining licence 60926 from Turkish mining company Meta Nikel Kobalt Madencilik Sanayi ve Ticaret A.S. (META) for...,Deepika Rao,2026-09-07 17:28:28.519,2026-09-07 18:16:05.370,Deepika Rao,2026-09-07 18:16:28.452,"METALS, ACG, META NIKEL KOBALT, G COMPANY, COMPANY M, ALS LIMITED, CE LINK, ON, COMPANY",0.0,Non-Event,,AGREED
27,Greensboro-based 21 Air responds after deadly cargo plane crash in Miami,Greensboro-based 21 Air responds after deadly cargo plane crash in Miami,...continued off the runway and struck vehicles in an area surrounding the airport before catching fire. At least five people were killed and five others w...,Ayush Bhartwal,2026-09-07 17:21:29.445,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:36:49.840,"FIVE, AT, AIRPORT, AND, PEOPLE, AN, CE LINK",0.0,Event,"[""Already Notified""]",AGREED
28,More than 300 workers at Sun casinos may lose their jobs,More than 300 workers at Sun casinos may lose their jobs,"Sun International has initiated a Section 189 retrenchment consultation affecting 327 employees across Windmill (Bloemfontein), Golden Valley (Worcester), Meropa (Polokwane) and Flamingo (Kimberley) casinos as part of a 'Casino Lite' cost-cutting strategy.",Ayush Bhartwal,2026-09-07 17:18:20.653,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:55:29.600,"AS, AT, BY, PROCESS, SUN, CE LINK",0.0,Event,,AGREED
29,Berlin substation fire probed as Germany investigates string of energy incidents,Berlin substation fire probed as Germany investigates string of energy incidents,"A fire at a Berlin electrical substation spread to a transformer facility; authorities are probing the incident amid a series of energy incidents in Germany, investigating possible technical malfunction.",Deepika Rao,2026-09-07 17:09:29.694,2026-09-07 18:16:05.370,Deepika Rao,2026-09-07 18:16:28.452,"A, AS, AT, GERMANY, AND, TECHNICAL, CE LINK",1.0,Non-Event,,AGREED
30,"Sitharaman Meets Bank Union Delegation, Puts PSB PLI Scheme On Hold Ahead Of Nationwide Strike","Sitharaman Meets Bank Union Delegation, Puts PSB PLI Scheme On Hold Ahead Of Nationwide Strike","Finance Minister met bank union delegation; government put FY2025-26 PSB PLI scheme in abeyance amid disputes. UFBU called nationwide strikes (Sept 11, plus further planned actions) demanding PLI changes, five-day banking week, pension updates.",Ayush Bhartwal,2026-09-07 17:08:20.647,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:55:29.600,"OVER, E ON, AND, BETWEEN, PLI, CE LINK, ON",0.0,Event,,AGREED
31,A fire occurred near Antalya Airport,A fire occurred near Antalya Airport,A wildfire burned near Antalya Airport along approach and departure flight paths; extinguishing efforts ongoing and aviation operations reportedly unaffected.,Ayush Bhartwal,2026-09-07 17:04:26.762,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 18:15:21.979,CE LINK,0.0,Event,,AGREED
32,"Algal Bloom Fed by Gaza Sewage Shuts Down Israeli Desalination, Forcing Water Rationing   – NaturalNews.com","Algal Bloom Fed by Gaza Sewage Shuts Down Israeli Desalination, Forcing Water Rationing   – NaturalNews.com","An algal bloom fueled by untreated sewage from Gaza and warm sea temperatures clogged intake systems and forced five of Israel's six desalination plants offline, disrupting over 80% of potable water and triggering national water rationing.",Ayush Bhartwal,2026-09-07 17:04:20.319,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:55:29.600,"FIVE, SIX, 3, BLOOM, AND, BY, CE LINK",0.0,Event,,AGREED
33,Closed for days: The popular Café Röhren in Paderborn is insolvent,Closed for days: The popular Café Röhren in Paderborn is insolvent,Paderborn local court opened insolvency proceedings for Café Röhren; the city-center Café Röhren on Mühlenstraße has been closed for several days.,Ayush Bhartwal,2026-09-07 17:02:29.003,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:55:29.600,"1, AB, DAS, IST, UM T, AM, T I, AN, SIE, CE LINK",0.0,Event,,AGREED
34,next round of job cuts despite profit - union syndicom,next round of job cuts despite profit - union syndicom,"Swiss Post announced elimination of up to 110 managerial and support positions, adding to over 430 roles affected since 2025; union syndicom criticizes continued staff reductions despite CHF139m profit and CHF150m dividend to the Confederation.",Deepika Rao,2026-09-07 17:02:25.573,2026-09-07 18:16:05.370,Deepika Rao,2026-09-07 18:16:28.452,"IM, AN, DIE POST, CE LINK",0.0,Non-Event,,AGREED
35,"Google Outage Today: Is Google Down Today in the US? Users Report Content Loading, App & Login Issues | Google Downdetector Status","Google Outage Today: Is Google Down Today in the US? Users Report Content Loading, App & Login Issues | Google Downdetector Status","US users reported Google services inaccessible or slow on Sept 7; content loading, app access and login issues widely reported; VPNs temporarily restore access for some users.",Ayush Bhartwal,2026-09-07 17:02:19.913,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:55:29.600,"APP, T C, AND, IS, CE LINK, GOOGLE",0.0,Event,,AGREED
36,"Hackers drain $320M in Bitcoin from Liquid Network, claim they're the good guys","Hackers drain $320M in Bitcoin from Liquid Network, claim they're the good guys","Hackers withdrew roughly 4,000 BTC (~$320M) from the Liquid Network federation wallet via SideSwap, draining ~95% of holdings. Liquid halted new settlements, disabled bridge nodes, and asked exchanges to suspend L-BTC deposits and withdrawals while investigating.",Deepika Rao,2026-09-07 16:59:40.575,2026-09-07 18:16:05.370,Deepika Rao,2026-09-07 18:16:28.452,"BE, E ON, CE LINK",1.0,Non-Event,,AGREED
37,"Trezor data breach impact now reaches 81,000 customers","Trezor data breach impact now reaches 81,000 customers","A Metabase intrusion at ShipMonk linked to possible ShinyHunters activity exposed personal and order details for 81,000 Trezor customers, including 67,000 U.S. customers; Trezor systems unaffected and users warned of phishing.",Ayush Bhartwal,2026-09-07 16:59:40.306,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:55:29.600,"A, IMPACT, AT, NOW, AND, IS, T I, AN, CE LINK",0.0,Event,,AGREED
38,"In St. Petersburg, customs officers seized illegal tobacco products worth 79 million rubles","In St. Petersburg, customs officers seized illegal tobacco products worth 79 million rubles","Customs officers in St. Petersburg seized illegal tobacco products worth 79 million rubles from three warehouses in Central, Frunzensky and Kirovsky districts, disrupting local distribution and customs operations.",Deepika Rao,2026-09-07 16:59:32.064,2026-09-07 18:16:05.370,Deepika Rao,2026-09-07 18:16:28.452,"TOTAL, A, AT, CUSTOMS, AND, T THREE, CE LINK",0.0,Non-Event,,AGREED
39,Charter School Accused of Discriminating Against Black Applicants to Pay Nearly $4M Settlement,Charter School Accused of Discriminating Against Black Applicants to Pay Nearly $4M Settlement,Franklin Towne Charter High School in Philadelphia agreed to pay nearly $3.9M to settle DOJ allegations it manipulated a January 2023 admissions lottery to disadvantage Black applicants; the school replaced its CEO and will use an independent third party for future lotteries.,Ayush Bhartwal,2026-09-07 16:59:24.729,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:55:29.600,"THAT, AND, CE LINK",0.0,Event,,AGREED
40,UNO calls for preserving the logistical activity of the Port of Ceuta and rejects its use as a reception center for immigrants,UNO calls for preserving the logistical activity of the Port of Ceuta and rejects its use as a reception center for immigrants,"UNO and Ceuta authorities oppose central government plan to use Port of Ceuta as an immigrant reception center, warning it would compromise port operability, international trade and transporter safety.",Ayush Bhartwal,2026-09-07 16:59:19.825,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:55:29.600,"1, LA, Y, CE LINK",1.0,Event,,AGREED
41,UNO calls for preserving the logistical activity of the Port of Ceuta and rejects its use as a reception center for immigrants,Carriers demand more security in the Port of Ceuta in the face of the migration emergency,UNO and CETM urge reinforced security and separation of migrant reception from logistics at the Port of Ceuta to ensure full operability amid an ongoing migratory emergency causing attempts to access vehicles and risks to carriers.,Ayush Bhartwal,2026-09-07 17:19:34.528,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:55:29.600,"HAN, LA, EL, Y, CE LINK",1.0,Event,,AGREED
42,STAS - Intersindical denounces Vaersa for 'strikebreaking' during the wildfire prevention strike,STAS - Intersindical denounces Vaersa for 'strikebreaking' during the wildfire prevention strike,"Fire prevention staff in the Valencian Community (around 350 workers) held an August 30-31 strike demanding job stability and contract extensions; the union filed a Labor Inspectorate complaint accusing Vaersa of using minimum-service personnel to cover strikers, prompting continued protests.",Ayush Bhartwal,2026-09-07 16:59:19.082,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:55:29.600,"A, LA, STAS, EL, CE LINK",0.0,Event,,AGREED
43,108 Ambulance workers of Karnataka set govt 15-day deadline,108 Ambulance workers of Karnataka set govt 15-day deadline,"Karnataka's 108 ambulance staff, representing ~3,500 employees, set a 15-day deadline for salary hikes and improved conditions, threatening an indefinite strike that could disrupt emergency ambulance services across the state.",Ayush Bhartwal,2026-09-07 16:57:32.498,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:55:29.600,"THAT, AND, CE LINK",0.0,Event,,AGREED
44,It was a 'spontaneous' protest say Kent Police - BBC Sounds,It was a 'spontaneous' protest say Kent Police - BBC Sounds,"A masked, described-as-'spontaneous' protest at the Port of Dover in Dover, Kent, UK, brought the area to a standstill, prompting a Kent Police response and coverage by BBC Sounds.",Ayush Bhartwal,2026-09-07 16:57:31.212,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:55:29.600,"OVER, A, BBC, PORT, DOVER, CE LINK",0.0,Event,,AGREED
45,Minerals Miner To Acquire Dolomite Producer For €118M - Law360,Minerals Miner To Acquire Dolomite Producer For €118M - Law360,"SigmaRoc PLC acquired a Lithuanian dolomite business for €118 million, strengthening its Baltic presence and consolidating minerals operations.",Ayush Bhartwal,2026-09-07 16:57:30.230,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:55:29.600,"THAT, A, T I, CE LINK",0.0,Event,,AGREED
46,Extinguishing a fire at a plastic recycling warehouse in Al-Dweir,Extinguishing a fire at a plastic recycling warehouse in Al-Dweir,تدخلت مصالح الحماية المدنية، اليوم الإثنين،، لإخماد حريق شب في مستودع لتكرير مادة البلاستيك، بالمنطقة الصناعية الدكاكنة، ببلدية...,Ayush Bhartwal,2026-09-07 16:57:29.890,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:55:29.600,CE LINK,0.0,Event,,AGREED
47,Uganda: Jesa Announces Temporary Milk Shortage As Dry Season Cuts Production,Uganda: Jesa Announces Temporary Milk Shortage As Dry Season Cuts Production,"JESA Farm Dairy announced a temporary milk products shortage across Uganda after a prolonged dry season reduced pasture and water, lowering milk yields at its Busunju farm and out-grower network in central Uganda.",Ayush Bhartwal,2026-09-07 16:57:29.457,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:55:29.600,"A, AS, BY, DRY, T I, CE LINK, ON, PRODUCTION",1.0,Event,,AGREED
48,Legalbrief Today Home Page,Legalbrief Today Home Page,"President William Ruto ordered foreign-owned companies, including Tata Chemicals Magadi, to leave Kenya and urged foreign small traders to close, signaling proposed legislation restricting foreign participation and risking job losses and soda ash supply disruptions.",Ayush Bhartwal,2026-09-07 16:54:29.970,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:55:29.600,"A, TATA CHEMICALS, BY, E COMPANY, TATA, CE LINK",0.0,Event,,AGREED
49,Strides Pharma Science Shares Jump 10% After Successful USFDA Facility Inspection Outcome,Strides Pharma Science Shares Jump 10% After Successful USFDA Facility Inspection Outcome,"...continuation of the story that started in August, when the US FDA closed its inspection of Strides' Bengaluru plant and classified it as Voluntary Action Indicated.

Add in a solid June-quarter...",Ayush Bhartwal,2026-09-07 16:54:29.039,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:55:29.600,"THAT, CLASSIFIED, A, FDA, AS, AND, STRIDES, STRIDES PHARMA, STRIDES PHARMA SCIENCE, CE LINK",0.0,Event,,AGREED
50,"Chennai's Second Airport: Tamil Nadu Govt Stalls Proposed Parandur Airport, 2 New Sites Under Consideration - Check Locations","Chennai's Second Airport: Tamil Nadu Govt Stalls Proposed Parandur Airport, 2 New Sites Under Consideration - Check Locations","...to Chennai especially for the northern part of Chennai, Tiruvallur and areas close to the Andhra Pradesh border. Being close to the Chennai-Kolkata industrial and transport corridor may also...",Deepika Rao,2026-09-07 16:54:27.739,2026-09-07 18:16:05.370,Deepika Rao,2026-09-07 18:16:28.452,"2, T C, AND, INDUSTRIAL, CE LINK",0.0,Non-Event,,AGREED
51,"Amazon cargo plane overruns Miami airport runway, leaving fatalities and injuries","Amazon cargo plane overruns Miami airport runway, leaving fatalities and injuries","An Amazon cargo plane overran a runway at Miami International Airport on Sunday, bursting into flames, striking vehicles, causing fatalities and injuries, blocking a runway and prompting a temporary ground stop and expected arrival delays into Monday.",Ayush Bhartwal,2026-09-07 16:52:28.732,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:41:49.436,"MIAMI INTERNATIONAL AIRPORT, AMAZON, ADMINISTRATION, AIRPORT, T C, THE DISA, AND, AMI INTERNATIONAL, FEDERAL AVIATION ADMINISTRATION, INTERNATIONAL, CE LINK, ON",15.0,Event,"[""Already Notified""]",AGREED
52,"Amazon cargo plane overruns Miami airport runway, leaving fatalities and injuries",NTSB to give updates on deadly Amazon Prime Air cargo plane crash in Miami,"An Amazon Prime Air Boeing 767-300 freighter overran a diagonal runway at Miami International Airport shortly before 2 p.m. EDT on Sept 6, 2026, striking vehicles, killing 5, injuring 5, causing a fuel leak, halting flights, and leading to widespread delays and cancellations.",Ayush Bhartwal,2026-09-07 17:10:29.937,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:41:49.436,"THAT, A, ALL, AMAZON, PRIME AIR, AIRPORT, AIR CAR, GO, PRIME, BY, T I, CE LINK, ON",15.0,Event,"[""Already Notified""]",AGREED
